,enrollmentProbabilityScore,enrollFlag,RET_T2,RET_T3,ADM,CAN,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
170858,,0,0,0,1,1,1,0,2,171.0,67618.0,2.0,4.0,904.0,91.37,3.81,3.0,21.0,1,0,1,0,1,1,2
170863,6.0,0,0,0,0,1,1,0,1,164.0,25772.0,2.0,2.0,484.0,32.02,3.156,2.0,16.0,0,0,1,0,1,0,3
170866,,0,0,0,1,1,1,1,2,159.0,103526.0,2.0,4.0,511.0,66.34,3.17,12.0,21.0,0,0,1,0,1,0,1
170876,6.0,0,0,0,1,1,2,1,2,151.0,54759.0,3.0,4.0,460.0,76.74,4.023,11.0,32.0,1,0,1,0,1,1,1
170881,6.0,0,0,0,0,1,1,0,0,257.0,50489.0,0.0,0.0,469.0,64.39,2.84,8.0,15.0,0,0,1,0,1,0,2
170882,6.0,0,0,0,1,1,2,0,2,283.0,77446.0,2.0,2.0,345.0,95.65,3.67,11.0,26.0,0,0,1,0,1,0,1
170885,6.0,0,0,0,0,1,1,0,0,177.0,32534.0,0.0,0.0,1072.0,72.57,2.88,4.0,14.0,0,0,1,0,1,0,3
170886,,0,0,0,1,1,1,0,2,184.0,74412.0,2.0,3.0,199.0,88.94,3.85,11.0,24.0,1,0,1,0,1,0,1
170896,6.0,0,0,0,0,1,1,0,2,239.0,54129.0,0.0,0.0,290.0,80.69,3.6639999999999997,0.0,16.0,0,0,1,0,1,0,3
170897,6.0,0,0,0,1,1,2,0,2,209.0,34630.0,2.0,1.0,77.0,55.84,3.36,0.0,17.0,0,0,1,0,1,0,2
170901,,0,0,0,1,1,1,0,2,214.0,78425.0,1.0,1.0,732.0,87.43,4.035,9.0,19.0,0,0,1,0,1,0,4
170902,,0,0,0,1,1,2,0,1,136.0,54605.0,0.0,0.0,187.0,74.87,3.7,2.0,19.0,0,0,1,0,1,0,1
170905,6.0,0,0,0,1,1,1,0,2,89.0,27206.0,1.0,0.0,253.0,86.17,4.383,12.0,28.0,0,0,1,0,1,0,1
170907,3.0,0,0,0,1,0,1,0,2,168.0,61134.0,0.0,0.0,464.0,80.39,3.14,9.0,27.0,0,0,1,0,1,0,1
170932,4.0,0,0,0,1,1,1,1,2,194.0,79416.0,0.0,0.0,242.0,82.64,4.0,8.0,30.0,1,0,1,0,1,1,1
170933,3.0,0,0,0,1,1,2,0,2,199.0,131142.0,2.0,2.0,42.0,97.62,4.0,3.0,32.0,1,0,1,0,1,0,1
170937,,0,0,0,0,1,2,1,2,307.0,58219.0,2.0,1.0,633.0,50.55,2.69,4.0,18.0,0,0,1,0,1,1,2
170940,,0,0,0,1,0,1,0,2,167.0,147685.0,2.0,3.0,135.0,88.15,3.7,0.0,22.0,0,0,1,0,1,0,1
170941,,1,0,0,1,0,2,0,2,186.0,104028.0,3.0,4.0,663.0,68.78,3.38,7.0,19.0,1,0,1,0,1,1,2
170942,2.0,0,0,0,1,1,1,0,2,116.0,109020.0,2.0,3.0,82.0,81.71,3.68,4.0,24.0,0,0,1,0,1,0,1
170947,2.0,0,0,0,1,1,1,1,2,148.0,69952.0,2.0,3.0,567.0,84.13,4.0,4.0,22.0,1,0,1,0,1,1,1
170950,2.0,1,0,0,1,0,1,1,2,298.0,48938.0,3.0,3.0,665.0,28.12,3.04,1.0,18.0,1,0,1,0,1,0,1
170954,2.0,1,1,1,1,0,1,0,2,131.0,100641.0,2.0,4.0,87.0,62.07,3.8369999999999997,1.0,27.0,1,0,1,0,1,0,1
170955,,0,0,0,0,1,1,0,0,214.0,63372.0,2.0,1.0,732.0,52.73,3.122,6.0,18.0,0,0,1,0,1,0,3
170958,,1,1,0,1,0,1,0,2,147.0,68227.0,1.0,1.0,646.0,81.42,3.22,8.0,23.0,1,0,1,0,1,0,2
170964,6.0,0,0,0,0,1,1,0,2,161.0,42161.0,2.0,1.0,535.0,48.79,2.7710000000000004,4.0,17.0,0,0,1,0,1,0,3
170967,,0,0,0,1,1,1,0,2,161.0,30508.0,2.0,1.0,510.0,85.1,3.6039999999999996,13.0,24.0,0,0,1,0,1,0,3
170997,,0,0,0,0,1,1,0,2,147.0,85190.0,0.0,0.0,521.0,48.94,2.52,0.0,20.0,0,0,1,0,1,0,1
170998,,0,0,0,1,1,1,0,2,162.0,52574.0,1.0,3.0,949.0,82.3,3.5,4.0,18.0,0,0,1,0,1,0,4
171002,,0,0,0,1,1,2,1,2,271.0,55784.0,0.0,0.0,56.0,96.43,4.0,12.0,31.0,0,0,1,0,1,0,1
171009,,0,0,0,1,1,1,0,2,146.0,54759.0,2.0,5.0,518.0,92.86,4.0,9.0,24.0,0,0,1,0,1,0,3
171010,5.0,0,0,0,1,1,1,0,2,306.0,30156.0,2.0,3.0,756.0,91.14,3.37,11.0,18.0,0,0,1,0,1,0,3
171015,,0,0,0,1,1,2,1,2,159.0,28769.0,0.0,0.0,517.0,55.13,3.02,5.0,22.0,0,0,1,0,1,0,3
171022,6.0,0,0,0,0,1,1,1,1,207.0,39602.0,0.0,0.0,72.0,45.83,3.64,5.0,14.0,0,0,1,0,1,0,3
171026,,0,0,0,1,1,1,0,2,140.0,55800.0,0.0,0.0,284.0,91.55,4.279,7.0,24.0,0,0,1,0,1,0,1
171027,,0,0,0,1,1,2,0,2,157.0,62527.0,1.0,3.0,638.0,73.35,3.5,10.0,25.0,1,0,1,0,1,0,2
171030,6.0,0,0,0,0,1,2,0,2,1344.0,42615.0,0.0,0.0,208.0,64.9,3.3139999999999996,1.0,13.0,0,0,1,0,0,0,2
171065,,0,0,0,1,0,1,0,2,182.0,141279.0,0.0,0.0,649.0,89.21,3.55,12.0,27.0,0,0,1,0,1,0,2
171070,,0,0,0,1,1,1,0,2,161.0,72838.0,0.0,0.0,90.0,64.44,3.37,11.0,27.0,0,0,1,0,1,0,2
171078,6.0,0,0,0,1,1,2,0,2,162.0,83264.0,0.0,0.0,75.0,80.0,3.56,5.0,26.0,0,0,1,0,1,0,3
171086,,0,0,0,1,0,1,0,2,172.0,110802.0,2.0,2.0,537.0,86.41,3.78,12.0,20.0,0,0,1,0,1,0,3
171132,,0,0,0,1,1,2,0,2,226.0,80244.0,2.0,3.0,119.0,84.87,4.0,1.0,29.0,0,0,1,0,1,0,1
171161,6.0,1,0,0,1,0,2,0,2,180.0,105096.0,2.0,3.0,67.0,70.15,3.35,8.0,27.0,1,0,1,0,1,0,4
171165,6.0,0,0,0,1,1,2,0,2,163.0,72984.0,0.0,0.0,823.0,90.77,3.38,10.0,17.0,0,0,1,0,1,0,2
171167,6.0,0,0,0,0,1,1,0,2,584.0,42195.0,0.0,0.0,489.0,6.34,1.58,0.0,12.0,0,0,1,1,0,0,2
171171,,0,0,0,1,1,1,0,2,50.0,85053.0,2.0,2.0,33.0,63.64,3.86,0.0,19.0,0,0,1,1,1,0,1
171174,2.0,0,0,0,1,0,1,0,2,137.0,75160.0,3.0,4.0,47.0,87.23,3.9285699999999997,0.0,23.0,1,0,1,0,1,0,1
171175,2.0,0,0,0,1,1,1,0,2,186.0,49118.0,2.0,3.0,38.0,94.74,4.5385,14.0,31.0,1,0,1,0,1,0,1
171176,,0,0,0,1,1,1,0,2,195.0,46250.0,0.0,0.0,104.0,54.81,3.16,0.0,22.0,0,0,1,0,1,0,1
171186,6.0,0,0,0,1,1,1,0,2,156.0,54231.0,0.0,0.0,510.0,86.86,3.5758,12.0,18.0,0,0,1,0,1,0,1
171196,,0,0,0,0,1,2,0,2,450.0,103867.0,0.0,0.0,594.0,85.02,3.33,9.0,21.0,0,0,1,0,1,1,3
171202,3.0,0,0,0,1,0,1,0,2,178.0,39482.0,2.0,2.0,620.0,61.94,3.375,5.0,23.0,0,0,1,0,1,0,1
171206,6.0,0,0,0,1,0,1,0,1,446.0,93624.0,0.0,0.0,411.0,91.0,3.5,10.0,20.0,0,0,1,0,1,0,3
171212,6.0,0,0,0,1,1,1,0,2,327.0,62277.0,1.0,3.0,121.0,73.55,4.0,6.0,22.0,0,0,1,0,1,0,3
171226,,0,0,0,0,0,1,1,2,140.0,65244.0,2.0,2.0,390.0,99.49,4.0,0.0,31.0,1,0,1,0,1,0,1
171243,,0,0,0,1,1,2,0,2,314.0,117955.0,0.0,0.0,106.0,8.49,2.52,13.0,23.0,0,0,1,0,1,0,3
171260,5.0,0,0,0,0,0,2,0,2,178.0,99359.0,0.0,0.0,646.0,49.85,3.5,6.0,26.0,0,0,1,0,1,0,1
171264,6.0,0,0,0,0,1,1,0,2,307.0,116582.0,0.0,0.0,37.0,59.46,3.12,3.0,17.0,0,0,1,0,1,0,2
171268,,0,0,0,1,0,1,0,2,318.0,70663.0,0.0,0.0,81.0,38.27,2.83,10.0,21.0,0,0,1,0,1,0,2
171273,,0,0,0,1,0,2,0,1,219.0,92391.0,3.0,3.0,618.0,72.17,3.74,2.0,21.0,0,0,1,0,1,0,3
171288,6.0,0,0,0,1,1,2,0,2,371.0,88911.0,0.0,0.0,329.0,75.38,3.1,0.0,18.0,0,0,1,0,1,0,2
171289,,0,0,0,1,1,2,0,2,263.0,33929.0,3.0,4.0,250.0,91.6,3.752,6.0,21.0,1,0,1,0,1,0,1
171290,,0,0,0,1,0,1,0,1,179.0,38839.0,0.0,0.0,698.0,27.08,2.9792,3.0,22.0,0,0,1,0,1,0,1
171292,,0,0,0,1,1,1,0,2,160.0,35603.0,0.0,0.0,807.0,51.43,3.52,1.0,19.0,0,0,1,0,1,0,2
171294,6.0,0,0,0,0,1,1,0,2,238.0,36024.0,0.0,0.0,320.0,61.25,3.02,0.0,14.0,0,0,1,0,1,0,3
171296,6.0,0,0,0,0,1,2,0,2,150.0,33516.0,0.0,0.0,456.0,33.99,2.846,2.0,20.0,0,0,1,0,1,1,2
171297,,0,0,0,1,1,1,0,2,326.0,50030.0,0.0,0.0,168.0,92.86,3.96,0.0,22.0,0,0,1,0,1,0,1
171305,,0,0,0,1,1,2,0,2,177.0,142857.0,0.0,0.0,519.0,47.78,2.7680000000000002,1.0,19.0,0,0,1,0,1,0,2
171310,,0,0,0,1,1,1,0,2,165.0,65536.0,2.0,3.0,53.0,37.74,3.3617,8.0,21.0,0,0,1,0,1,0,3
171311,,1,1,0,1,0,1,0,2,7.0,61644.0,2.0,3.0,235.0,36.6,3.247,0.0,20.0,1,0,1,1,1,0,3
171312,6.0,0,0,0,1,0,1,0,2,389.0,50901.0,0.0,0.0,207.0,99.52,4.0,12.0,22.0,0,0,1,0,1,0,3
171313,6.0,0,0,0,0,0,1,0,2,151.0,54549.0,0.0,0.0,624.0,60.9,3.4,0.0,17.0,0,0,1,0,1,0,2
171315,6.0,0,0,0,1,1,1,0,2,158.0,42697.0,2.0,1.0,426.0,88.73,3.7,11.0,19.0,0,0,1,0,1,0,2
171316,2.0,1,0,0,1,0,1,1,1,162.0,62869.0,0.0,0.0,626.0,69.33,3.412,2.0,20.0,1,0,1,0,1,0,3
171320,,0,0,0,1,0,2,1,2,193.0,90190.0,2.0,2.0,583.0,61.92,3.02,9.0,22.0,0,0,1,0,1,0,3
171334,,0,0,0,1,0,1,0,2,384.0,53472.0,0.0,0.0,484.0,95.45,4.0,6.0,21.0,0,0,1,0,1,0,3
171348,,0,0,0,1,1,2,0,2,152.0,50551.0,0.0,0.0,586.0,46.76,2.44,9.0,22.0,0,0,1,0,1,0,2
171351,6.0,0,0,0,0,0,1,0,2,3.0,74065.0,2.0,0.0,435.0,44.6,3.02,0.0,13.0,0,0,1,1,1,0,3
171352,,0,0,0,1,1,2,0,2,134.0,102548.0,0.0,0.0,307.0,76.87,3.7030000000000003,8.0,23.0,0,0,1,0,1,0,1
171355,,0,0,0,1,1,1,0,2,151.0,74118.0,0.0,0.0,567.0,77.95,4.0,8.0,20.0,0,0,1,0,1,1,1
171360,6.0,0,0,0,1,0,1,0,2,162.0,122777.0,0.0,0.0,998.0,69.84,3.28,9.0,18.0,0,0,1,0,1,0,3
171364,,0,0,0,1,1,1,0,2,143.0,88525.0,0.0,0.0,546.0,83.7,4.0,5.0,20.0,0,0,1,0,1,0,3
171365,3.0,0,0,0,1,1,1,0,2,381.0,22951.0,0.0,0.0,974.0,89.22,3.70816,10.0,22.0,0,0,1,0,1,0,1
171366,,0,0,0,1,1,2,0,2,147.0,37850.0,0.0,0.0,721.0,60.47,3.7276599999999998,0.0,19.0,1,0,1,0,1,0,1
171373,,0,0,0,1,0,1,0,2,208.0,76661.0,0.0,0.0,528.0,72.16,3.8,0.0,21.0,0,0,1,0,1,0,2
171375,,0,0,0,1,1,2,0,2,166.0,85616.0,2.0,3.0,657.0,86.61,3.29,0.0,19.0,0,0,1,0,1,0,2
171379,6.0,0,0,0,1,1,1,0,2,473.0,54058.0,0.0,0.0,474.0,86.08,3.3354,8.0,17.0,0,0,1,0,1,0,3
171381,,0,0,0,1,0,2,0,2,198.0,75806.0,0.0,0.0,144.0,74.31,2.7,0.0,23.0,0,0,1,0,1,0,3
171384,,0,0,0,1,1,1,0,2,161.0,123246.0,0.0,0.0,190.0,94.74,3.55,10.0,21.0,0,0,1,0,1,0,2
